folioviv,foliohog,huespedes,huesp_come,trabaja_do,cuid_perso,lavandero,chofer,cocinero,jardinero,tot_integ,tot_hom,tot_muj
2401355092,1,0, , , , , , , ,2,2,0
2401355111,1,0, , , , , , , ,5,4,1
2401384017,1,0, , , , , , , ,3,2,1
2401384040,1,0, , , , , , , ,3,1,2
2401384056,1,0, , , , , , , ,3,0,3
2401384077,1,0, , , , , , , ,5,3,2
2401400077,1,0, , , , , , , ,1,0,1
2401400106,1,0, , , , , , , ,2,1,1
2401400111,1,0, ,1,2,1,2,2,1,4,1,3
2401404009,1,0, , , , , , , ,3,0,3
2401404034,1,0, ,1,2,2,2,2,2,4,2,2
2401404099,1,0, ,1,2,2,2,2,1,4,2,2
2401431027,1,0, , , , , , , ,2,1,1
2401431068,1,0, , , , , , , ,8,3,5
2401431117,1,0, , , , , , , ,2,1,1
2401431119,1,0, , , , , , , ,3,1,2
2401455025,1,0, ,1,2,2,2,2,2,2,1,1
2401455068,1,0, , , , , , , ,1,0,1
2401455107,1,0, , , , , , , ,4,2,2
2401455140,1,0, , , , , , , ,4,2,2
2401455147,1,0, , , , , , , ,2,1,1
2401456005,1,0, , , , , , , ,1,1,0
2401456087,1,0, , , , , , , ,2,1,1
2401456104,1,0, , , , , , , ,3,2,1
2401459004,1,0, , , , , , , ,4,3,1
2401459041,1,0, , , , , , , ,4,1,3
2401459067,1,0, , , , , , , ,3,1,2
2401459130,1,0, , , , , , , ,3,2,1
2401463013,1,0, , , , , , , ,1,0,1
2401463052,1,0, , , , , , , ,5,2,3
2401463085,1,0, ,2,2,2,2,2,1,4,3,1
2401463150,1,0, , , , , , , ,2,1,1
2401480020,1,0, , , , , , , ,5,3,2
2401480043,1,0, , , , , , , ,1,0,1
2401480066,1,0, , , , , , , ,5,2,3
2401480073,1,0, , , , , , , ,5,1,4
2401480073,2,0, , , , , , , ,5,3,2
2401480115,1,0, , , , , , , ,4,1,3
2401515012,1,0, , , , , , , ,3,2,1
2401515012,2,0, , , , , , , ,2,2,0
2401515012,3,0, , , , , , , ,1,1,0
2401515033,1,0, , , , , , , ,2,0,2
2401515052,1,0, , , , , , , ,7,3,4
2401515070,1,0, , , , , , , ,4,2,2
2401515087,1,0, , , , , , , ,6,3,3
2401551011,1,0, ,1,2,2,2,2,1,4,1,3
2401551037,1,0, , , , , , , ,3,2,1
2401551073,1,0, , , , , , , ,3,1,2
2401551092,1,0, , , , , , , ,2,1,1
2401554034,1,0, , , , , , , ,4,2,2
2401554061,1,0, ,2,2,2,2,2,1,2,1,1
2401554082,1,0, , , , , , , ,5,2,3
2401554104,1,0, , , , , , , ,5,3,2
2401563014,1,0, , , , , , , ,4,2,2
2401563026,1,0, , , , , , , ,5,4,1
2401563049,1,0, , , , , , , ,1,1,0
2401563060,1,0, , , , , , , ,3,2,1
2401566010,1,0, , , , , , , ,4,2,2
2401566027,1,0, , , , , , , ,3,2,1
2401566046,1,0, , , , , , , ,5,2,3
2401566065,1,0, , , , , , , ,6,2,4
2401566082,1,0, , , , , , , ,3,1,2
2401584047,1,0, , , , , , , ,2,0,2
2401584093,1,0, , , , , , , ,1,1,0
2401584108,1,0, , , , , , , ,6,2,4
2401599072,1,0, , , , , , , ,3,1,2
2401599101,1,0, , , , , , , ,5,3,2
2401599131,1,0, , , , , , , ,5,3,2
2401599162,1,0, , , , , , , ,3,1,2
2401605005,1,0, , , , , , , ,5,2,3
2401605049,1,0, , , , , , , ,4,2,2
2401605078,1,0, , , , , , , ,2,2,0
2401605092,1,0, , , , , , , ,5,2,3
2401609010,1,0, , , , , , , ,3,1,2
2401609051,1,0, , , , , , , ,1,1,0
2401609070,1,0, , , , , , , ,1,1,0
2401609092,1,0, , , , , , , ,3,1,2
2401614020,1,0, , , , , , , ,4,1,3
2401614042,1,0, , , , , , , ,3,2,1
2401614060,1,0, , , , , , , ,5,2,3
2401614080,1,0, , , , , , , ,5,2,3
2401614095,1,0, , , , , , , ,3,0,3
2401636041,1,0, , , , , , , ,4,2,2
2401636092,1,0, , , , , , , ,2,1,1
2401636108,1,0, , , , , , , ,3,2,1
2401636116,1,0, , , , , , , ,5,3,2
2401655019,1,0, , , , , , , ,2,1,1
2401655064,1,0, , , , , , , ,4,2,2
2401655081,1,0, , , , , , , ,3,2,1
2401655107,1,0, , , , , , , ,1,0,1
2401655135,1,0, , , , , , , ,4,3,1
2401707019,1,0, , , , , , , ,3,2,1
2401707030,1,0, , , , , , , ,5,2,3
2401707065,1,0, , , , , , , ,4,3,1
2401707103,1,0, , , , , , , ,4,2,2
2401710029,1,0, , , , , , , ,5,2,3
2401710068,1,0, , , , , , , ,5,1,4
2401710081,1,0, , , , , , , ,7,4,3
2401710097,1,0, , , , , , , ,2,1,1
2401764008,1,0, , , , , , , ,4,2,2
2401764022,1,0, , , , , , , ,5,3,2
2401764045,1,0, , , , , , , ,5,3,2
2401764066,1,0, , , , , , , ,3,1,2
2401764066,2,0, , , , , , , ,3,1,2
2401764087,1,0, , , , , , , ,7,5,2
2401764087,2,0, , , , , , , ,3,1,2
2401808032,1,0, , , , , , , ,3,2,1
2401808052,1,0, , , , , , , ,3,1,2
2401808075,1,0, , , , , , , ,2,2,0
2401808097,1,0, , , , , , , ,2,1,1
2401817040,1,0, , , , , , , ,9,2,7
2401817059,1,0, , , , , , , ,4,2,2
2401817085,1,0, , , , , , , ,9,4,5
2401817113,1,0, , , , , , , ,4,2,2
2401820087,1,0, , , , , , , ,6,4,2
2401820095,1,0, , , , , , , ,1,1,0
2401820120,1,0, , , , , , , ,4,1,3
2401820122,1,0, ,1,2,2,2,2,2,2,1,1
2401821005,1,0, , , , , , , ,2,2,0
2401821019,1,0, , , , , , , ,2,1,1
2401821038,1,0, , , , , , , ,1,0,1
2401821053,1,0, , , , , , , ,3,2,1
2401821074,1,0, , , , , , , ,3,3,0
2401848041,1,0, , , , , , , ,5,3,2
2401848102,1,0, , , , , , , ,3,2,1
2401848127,1,0, , , , , , , ,4,2,2
2401848131,1,0, , , , , , , ,2,1,1
2401848199,1,0, , , , , , , ,4,3,1
2401851020,1,0, , , , , , , ,12,5,7
2401851054,1,0, , , , , , , ,4,1,3
2401851065,1,0, , , , , , , ,3,1,2
2401851091,1,0, , , , , , , ,4,2,2
2401851125,1,0, , , , , , , ,5,3,2
2401862026,1,0, , , , , , , ,1,0,1
2401862046,1,0, , , , , , , ,3,1,2
2401862070,1,0, , , , , , , ,5,2,3
2401862087,1,0, , , , , , , ,2,1,1
2401862119,1,0, , , , , , , ,6,4,2
2401898007,1,0, , , , , , , ,3,2,1
2401898037,1,0, , , , , , , ,4,3,1
2401898050,1,0, , , , , , , ,4,1,3
2401898081,1,0, , , , , , , ,2,1,1
2401942017,1,0, , , , , , , ,5,3,2
2401942031,1,0, ,2,2,2,2,2,1,3,2,1
2401942040,1,0, , , , , , , ,2,1,1
2401942075,1,0, ,1,2,1,2,2,2,2,1,1
2401942096,1,0, ,1,2,2,2,2,1,4,0,4
2401943009,1,0, , , , , , , ,5,4,1
2401943038,1,0, , , , , , , ,1,0,1
2401943055,1,0, , , , , , , ,3,1,2
2401943100,1,0, , , , , , , ,6,3,3
2401964003,1,0, , , , , , , ,3,1,2
2401964021,1,0, , , , , , , ,2,2,0
2401964033,1,0, , , , , , , ,2,1,1
2401964069,1,0, , , , , , , ,2,0,2
2401989005,1,0, , , , , , , ,3,1,2
2401989035,1,0, , , , , , , ,4,1,3
2401989070,1,0, , , , , , , ,3,2,1
2401989101,1,0, , , , , , , ,4,1,3
2401989134,1,0, ,1,2,2,2,2,2,4,2,2
2401996004,1,0, ,1,2,2,2,2,1,4,2,2
2401996011,1,0, ,1,1,2,1,2,1,5,2,3
2401996095,1,0, ,1,2,2,2,2,1,5,3,2
2401996118,1,0, , , , , , , ,4,2,2
2402008001,1,0, , , , , , , ,4,3,1
2402008048,1,0, , , , , , , ,5,3,2
2402008091,1,0, , , , , , , ,2,0,2
2402008106,1,0, , , , , , , ,4,3,1
2402021018,1,0, , , , , , , ,5,4,1
2402021057,1,0, , , , , , , ,6,4,2
2402021070,1,0, , , , , , , ,4,2,2
2402021101,1,0, , , , , , , ,7,4,3
2402021109,1,0, , , , , , , ,5,3,2
2402027045,1,0, ,1,2,2,2,2,2,4,1,3
2402027077,1,0, , , , , , , ,6,1,5
2402027129,1,0, , , , , , , ,4,2,2
2402056018,1,0, , , , , , , ,4,1,3
2402056040,1,0, , , , , , , ,4,3,1
2402056060,1,0, , , , , , , ,7,3,4
2402056075,1,0, , , , , , , ,6,5,1
2402056075,2,0, , , , , , , ,3,2,1
2402059012,1,0, , , , , , , ,3,1,2
2402059051,1,0, , , , , , , ,2,0,2
2402059126,1,0, , , , , , , ,4,2,2
2402059138,1,0, , , , , , , ,3,1,2
2402083013,1,0, , , , , , , ,2,0,2
2402083027,1,0, , , , , , , ,2,1,1
2402083073,1,0, , , , , , , ,3,2,1
2402086018,1,0, , , , , , , ,2,2,0
2402086038,1,0, ,2,2,2,2,2,1,2,1,1
2402086064,1,0, , , , , , , ,5,2,3
2402086115,1,0, ,2,2,2,2,2,1,2,1,1
2402090053,1,0, , , , , , , ,2,0,2
2402090077,1,0, , , , , , , ,2,1,1
2402090091,1,0, , , , , , , ,1,1,0
2402090115,1,0, , , , , , , ,3,1,2
2402092025,1,0, , , , , , , ,6,4,2
2402092052,1,0, , , , , , , ,4,3,1
2402092081,1,0, , , , , , , ,2,0,2
2402092101,1,0, , , , , , , ,3,1,2
2402104015,1,0, , , , , , , ,1,0,1
2402104038,1,0, , , , , , , ,2,2,0
2402104083,1,0, , , , , , , ,1,0,1
2402104106,1,0, , , , , , , ,4,1,3
2402120008,1,0, ,2,2,2,2,2,1,4,2,2
2402120038,1,0, ,1,2,2,2,2,1,4,1,3
2402120100,1,0, , , , , , , ,1,0,1
2402120136,1,0, ,1,2,2,2,2,1,2,0,2
2402130029,1,0, , , , , , , ,4,1,3
2402130046,1,0, , , , , , , ,6,2,4
2402130063,1,0, , , , , , , ,3,0,3
2402130084,1,0, , , , , , , ,5,3,2
2402130098,1,0, , , , , , , ,3,2,1
2402163021,1,0, , , , , , , ,1,1,0
2402163046,1,0, , , , , , , ,2,2,0
2402163069,1,0, , , , , , , ,2,1,1
2402163090,1,0, , , , , , , ,4,2,2
2402163114,1,0, , , , , , , ,6,3,3
2402191012,1,0, , , , , , , ,5,2,3
2402191036,1,0, , , , , , , ,3,2,1
2402191061,1,0, , , , , , , ,5,2,3
2402191093,1,0, , , , , , , ,4,3,1
2402191134,1,0, , , , , , , ,4,1,3
2402196022,1,0, , , , , , , ,4,2,2
2402196043,1,0, , , , , , , ,4,3,1
2402196062,1,0, , , , , , , ,5,2,3
2402196090,1,0, , , , , , , ,4,2,2
2402196104,1,0, , , , , , , ,4,1,3
2402214011,1,0, , , , , , , ,4,3,1
2402214031,1,0, , , , , , , ,4,3,1
2402214063,1,0, , , , , , , ,5,3,2
2402214083,1,0, , , , , , , ,3,2,1
2402214105,1,0, , , , , , , ,1,1,0
2402289007,1,0, , , , , , , ,2,0,2
2402289032,1,0, , , , , , , ,3,1,2
2402289058,1,0, , , , , , , ,4,2,2
2402289086,1,0, , , , , , , ,3,1,2
2402289114,1,0, , , , , , , ,5,3,2
2402328007,1,0, , , , , , , ,6,4,2
2402328033,1,0, , , , , , , ,5,4,1
2402342009,1,0, , , , , , , ,4,3,1
2402342026,1,0, , , , , , , ,5,3,2
2402342047,1,0, , , , , , , ,4,2,2
2402342089,1,0, ,2,1,2,2,2,2,4,2,2
2402375012,1,0, , , , , , , ,3,2,1
2402375035,1,0, , , , , , , ,3,2,1
2402375054,1,0, , , , , , , ,3,2,1
2402375074,1,0, , , , , , , ,4,2,2
2402375085,1,0, , , , , , , ,5,1,4
2402378015,1,0, , , , , , , ,3,2,1
2402378031,1,0, , , , , , , ,4,2,2
2402378049,1,0, , , , , , , ,4,2,2
2402378069,1,0, , , , , , , ,2,0,2
2402378087,1,0, , , , , , , ,4,2,2
2402413109,1,0, , , , , , , ,5,3,2
2402413147,1,0, , , , , , , ,3,0,3
2402413184,1,0, , , , , , , ,5,4,1
2402413224,1,0, , , , , , , ,3,0,3
2402446018,1,0, , , , , , , ,4,1,3
2402446035,1,0, ,1,2,2,2,2,2,1,1,0
2402446102,1,0, , , , , , , ,2,1,1
2402446154,1,0, , , , , , , ,6,3,3
2402446204,1,0, , , , , , , ,3,1,2
2402494015,1,0, , , , , , , ,5,3,2
2402494035,1,0, , , , , , , ,2,1,1
2402494058,1,0, , , , , , , ,5,2,3
2402494083,1,0, , , , , , , ,2,1,1
2402494107,1,0, , , , , , , ,3,1,2
2402509002,1,0, , , , , , , ,4,2,2
2402509017,1,0, , , , , , , ,4,2,2
2402509060,1,0, , , , , , , ,1,0,1
2402509085,1,0, , , , , , , ,2,1,1
2402526005,1,0, , , , , , , ,3,1,2
2402526026,1,0, , , , , , , ,4,2,2
2402526050,1,0, , , , , , , ,3,1,2
2402526075,1,0, , , , , , , ,6,1,5
2402526097,1,0, , , , , , , ,1,0,1
2402531013,1,0, , , , , , , ,5,2,3
2402531036,1,0, , , , , , , ,5,1,4
2402531046,1,0, , , , , , , ,2,1,1
2402531071,1,0, , , , , , , ,8,4,4
2402531093,1,0, , , , , , , ,5,2,3
2402557047,1,0, , , , , , , ,4,2,2
2402557056,1,0, ,1,2,2,2,2,2,2,1,1
2402557104,1,0, , , , , , , ,4,2,2
2402557131,1,0, , , , , , , ,4,2,2
2402557137,1,0, , , , , , , ,1,1,0
2402580018,1,0, , , , , , , ,5,2,3
2402580034,1,0, , , , , , , ,4,1,3
2402580055,1,0, , , , , , , ,3,1,2
2402580074,1,0, , , , , , , ,3,1,2
2402580096,1,0, , , , , , , ,2,1,1
2402582021,1,0, , , , , , , ,3,1,2
2402582055,1,0, , , , , , , ,6,4,2
2402582075,1,0, , , , , , , ,5,2,3
2402582093,1,0, , , , , , , ,4,2,2
2402582108,1,0, ,1,2,2,2,2,2,4,1,3
2402583013,1,0, , , , , , , ,5,3,2
2402583027,1,0, , , , , , , ,5,2,3
2402583045,1,0, , , , , , , ,2,0,2
2402583063,1,0, , , , , , , ,3,1,2
2402583084,1,0, , , , , , , ,4,2,2
2402586046,1,0, , , , , , , ,4,2,2
2402586092,1,0, , , , , , , ,4,3,1
2402586122,1,0, , , , , , , ,5,3,2
2402586134,1,0, , , , , , , ,6,2,4
2402586163,1,0, , , , , , , ,4,1,3
2402592010,1,0, , , , , , , ,5,2,3
2402592024,1,0, , , , , , , ,4,0,4
2402592046,1,0, , , , , , , ,6,4,2
2402592067,1,0, , , , , , , ,4,2,2
2402592087,1,0, , , , , , , ,4,2,2
2402613015,1,0, , , , , , , ,1,1,0
2402613036,1,0, , , , , , , ,6,4,2
2402613074,1,0, , , , , , , ,6,2,4
2402613112,1,0, , , , , , , ,4,2,2
2402640006,1,0, , , , , , , ,3,2,1
2402640033,1,0, , , , , , , ,5,3,2
2402640063,1,0, , , , , , , ,2,1,1
2402640085,1,0, , , , , , , ,2,1,1
2402643003,1,0, , , , , , , ,7,2,5
2402643033,1,0, , , , , , , ,7,5,2
2402643052,1,0, , , , , , , ,2,1,1
2402643101,1,0, , , , , , , ,2,1,1
2402643126,1,0, , , , , , , ,4,3,1
2402661024,1,0, , , , , , , ,4,2,2
2402661049,1,0, , , , , , , ,9,4,5
2402661049,2,0, , , , , , , ,3,2,1
2402661071,1,0, , , , , , , ,4,1,3
2402661091,1,0, , , , , , , ,6,2,4
2402665025,1,0, , , , , , , ,3,1,2
2402665061,1,0, , , , , , , ,2,1,1
2402665099,1,0, , , , , , , ,4,2,2
2402665157,1,0, , , , , , , ,4,3,1
2402675002,1,0, , , , , , , ,3,2,1
2402675030,1,0, , , , , , , ,3,1,2
2402675046,1,0, , , , , , , ,4,2,2
2402675067,1,0, , , , , , , ,1,1,0
2402675088,1,0, , , , , , , ,3,1,2
2402705001,1,0, , , , , , , ,2,1,1
2402705024,1,0, , , , , , , ,3,1,2
2402705059,1,0, , , , , , , ,2,1,1
2402705086,1,0, , , , , , , ,2,1,1
2402705117,1,0, , , , , , , ,5,2,3
2402712039,1,0, , , , , , , ,7,5,2
2402712054,1,0, , , , , , , ,5,2,3
2402712073,1,0, , , , , , , ,3,1,2
2402712099,1,0, , , , , , , ,5,2,3
2402712107,1,0, , , , , , , ,4,2,2
2402724008,1,0, , , , , , , ,5,3,2
2402724024,1,0, , , , , , , ,2,1,1
2402724040,1,0, , , , , , , ,2,1,1
2402724058,1,0, , , , , , , ,3,2,1
2402724075,1,0, , , , , , , ,5,2,3
2402766050,1,0, , , , , , , ,1,1,0
2402766130,1,0, , , , , , , ,2,0,2
2402766135,1,0, , , , , , , ,6,3,3
2402766136,1,0, , , , , , , ,3,2,1
2402770025,1,0, , , , , , , ,3,3,0
2402770077,1,0, , , , , , , ,1,1,0
2402770103,1,0, , , , , , , ,5,2,3
2402770126,1,0, , , , , , , ,4,2,2
2402773012,1,0, , , , , , , ,10,8,2
2402773052,1,0, , , , , , , ,1,1,0
2402773066,1,0, , , , , , , ,6,5,1
2402773094,1,0, , , , , , , ,3,2,1
2402773094,2,0, , , , , , , ,1,1,0
2402773103,1,0, , , , , , , ,4,1,3
2402790028,1,0, , , , , , , ,4,1,3
2402790044,1,0, , , , , , , ,3,2,1
2402790101,1,0, , , , , , , ,1,1,0
2402790118,1,0, , , , , , , ,2,2,0
2402798043,1,0, , , , , , , ,2,1,1
2402798046,1,0, , , , , , , ,3,1,2
2402798076,1,0, , , , , , , ,4,2,2
2402798103,1,0, , , , , , , ,9,4,5
2402798129,1,0, , , , , , , ,3,2,1
2402803026,1,0, , , , , , , ,4,3,1
2402803048,1,0, , , , , , , ,2,1,1
2402803082,1,0, , , , , , , ,5,4,1
2402803109,1,0, , , , , , , ,3,1,2
2402803134,1,0, , , , , , , ,2,0,2
2402815007,1,0, , , , , , , ,3,2,1
2402815033,1,0, ,2,2,2,2,2,1,5,4,1
2402815056,1,0, , , , , , , ,1,0,1
2402815082,1,0, , , , , , , ,3,0,3
2402815100,1,0, , , , , , , ,2,0,2
2402841012,1,0, , , , , , , ,4,2,2
2402841036,1,0, , , , , , , ,6,5,1
2402841072,1,0, , , , , , , ,5,4,1
2402841135,1,0, , , , , , , ,4,2,2
2402844031,1,0, , , , , , , ,4,2,2
2402844038,1,0, , , , , , , ,3,2,1
2402844062,1,0, , , , , , , ,2,1,1
2402844101,1,0, , , , , , , ,3,1,2
2402844119,1,0, , , , , , , ,3,2,1
2402882028,1,0, , , , , , , ,5,3,2
2402882056,1,0, , , , , , , ,5,1,4
2402882089,1,0, , , , , , , ,3,1,2
2402882125,1,0, , , , , , , ,5,4,1
2402882133,1,0, , , , , , , ,4,2,2
2402883016,1,0, , , , , , , ,4,1,3
2402883044,1,0, , , , , , , ,4,1,3
2402883071,1,0, , , , , , , ,4,2,2
2402893006,1,0, , , , , , , ,4,2,2
2402893018,1,0, , , , , , , ,4,1,3
2402893045,1,0, , , , , , , ,3,2,1
2402893062,1,0, , , , , , , ,5,4,1
2402893077,1,0, , , , , , , ,4,2,2
2402897010,1,0, , , , , , , ,4,1,3
2402897027,1,0, , , , , , , ,6,2,4
2402897069,1,0, , , , , , , ,7,2,5
2402897095,1,0, , , , , , , ,4,3,1
2402897118,1,0, , , , , , , ,1,1,0
2402949046,1,0, , , , , , , ,2,1,1
2402949068,1,0, , , , , , , ,4,3,1
2402949093,1,0, , , , , , , ,3,1,2
2402949116,1,0, , , , , , , ,2,1,1
2402952031,1,0, , , , , , , ,3,1,2
2402952061,1,0, , , , , , , ,4,2,2
2402952081,1,0, , , , , , , ,5,3,2
2402952101,1,0, , , , , , , ,1,0,1
2402952119,1,0, , , , , , , ,5,4,1
2402966155,1,0, , , , , , , ,2,1,1
2402985031,1,0, , , , , , , ,6,5,1
2402985066,1,0, , , , , , , ,5,4,1
2402985097,1,0, , , , , , , ,5,2,3
2402985117,1,0, , , , , , , ,4,2,2
2402993040,1,0, , , , , , , ,2,1,1
2402993069,1,0, , , , , , , ,6,4,2
2402993111,1,0, , , , , , , ,6,2,4
2402993222,1,0, , , , , , , ,4,2,2
2402998062,1,0, , , , , , , ,4,1,3
2402998088,1,0, , , , , , , ,3,1,2
2402998114,1,0, , , , , , , ,4,1,3
2402998133,1,0, , , , , , , ,2,1,1
2403003006,1,0, , , , , , , ,4,3,1
2403003031,1,0, , , , , , , ,4,3,1
2403003061,1,0, , , , , , , ,4,2,2
2403003089,1,0, , , , , , , ,3,2,1
2403003110,1,0, , , , , , , ,3,1,2
2403008099,1,0, , , , , , , ,4,1,3
2403008137,1,0, , , , , , , ,3,2,1
2403008199,1,0, , , , , , , ,3,2,1
2403011047,1,0, , , , , , , ,2,1,1
2403011072,1,0, , , , , , , ,2,1,1
2403011092,1,0, , , , , , , ,11,6,5
2403011111,1,0, , , , , , , ,2,1,1
2403030009,1,0, , , , , , , ,5,4,1
2403030033,1,0, , , , , , , ,4,3,1
2403030065,1,0, , , , , , , ,2,1,1
2403030129,1,0, , , , , , , ,3,0,3
2403030141,1,0, , , , , , , ,4,2,2
2403036022,1,0, , , , , , , ,3,1,2
2403036050,1,0, , , , , , , ,5,1,4
2403036079,1,0, , , , , , , ,5,4,1
2403058031,1,0, , , , , , , ,5,3,2
2403058055,1,0, , , , , , , ,2,1,1
2403058080,1,0, , , , , , , ,4,2,2
2403058087,1,0, , , , , , , ,4,2,2
2403058120,1,0, , , , , , , ,5,2,3
2403069003,1,0, , , , , , , ,1,0,1
2403069023,1,0, , , , , , , ,3,2,1
2403069030,1,0, ,1,2,2,2,2,2,4,1,3
2403069047,1,0, , , , , , , ,3,1,2
2403069063,1,0, , , , , , , ,3,2,1
2403100011,1,0, , , , , , , ,2,1,1
2403100032,1,0, , , , , , , ,4,1,3
2403100059,1,0, , , , , , , ,4,1,3
2403100079,1,0, , , , , , , ,5,3,2
2403100093,1,0, , , , , , , ,3,1,2
2403107010,1,0, , , , , , , ,4,3,1
2403107049,1,0, , , , , , , ,7,5,2
2403107093,1,0, , , , , , , ,4,1,3
2403107133,1,0, , , , , , , ,2,1,1
2403107175,1,0, , , , , , , ,5,2,3
2403115034,1,0, , , , , , , ,2,1,1
2403115053,1,0, , , , , , , ,4,2,2
2403115088,1,0, , , , , , , ,5,3,2
2403115109,1,0, , , , , , , ,1,1,0
2403119033,1,0, , , , , , , ,2,1,1
2403119077,1,0, , , , , , , ,3,2,1
2403119151,1,0, , , , , , , ,1,0,1
2403119195,1,0, , , , , , , ,2,1,1
2403139066,1,0, , , , , , , ,4,1,3
2403139080,1,0, , , , , , , ,2,0,2
2403139139,1,0, , , , , , , ,3,2,1
2403139180,1,0, , , , , , , ,3,2,1
2403146015,1,0, , , , , , , ,4,1,3
2403146043,1,0, , , , , , , ,3,0,3
2403146075,1,0, ,2,2,2,2,2,1,3,2,1
2403146151,1,0, , , , , , , ,2,1,1
2403146205,1,0, ,2,2,2,2,2,1,3,0,3
2403191006,1,0, ,1,1,2,2,2,2,4,2,2
2403191021,1,0, , , , , , , ,7,4,3
2403191031,1,0, , , , , , , ,2,1,1
2403191045,1,0, , , , , , , ,5,3,2
2403191059,1,0, , , , , , , ,5,2,3
2403191085,1,0, , , , , , , ,2,1,1
2403191095,1,0, , , , , , , ,3,1,2
2403191120,1,0, , , , , , , ,4,3,1
2403191133,1,0, , , , , , , ,3,2,1
2403191156,1,0, , , , , , , ,5,3,2
2403191180,1,0, , , , , , , ,1,0,1
2403191190,1,0, , , , , , , ,4,2,2
2403191210,1,0, , , , , , , ,5,4,1
2403191219,1,0, , , , , , , ,4,3,1
2403191236,1,0, , , , , , , ,4,2,2
2403192007,1,0, , , , , , , ,2,0,2
2403192007,2,0, , , , , , , ,7,4,3
2403192039,1,0, , , , , , , ,6,4,2
2403192056,1,0, , , , , , , ,5,2,3
2403192056,2,0, , , , , , , ,1,1,0
2403192069,1,0, , , , , , , ,5,2,3
2403192136,1,0, , , , , , , ,2,2,0
2403192155,1,0, , , , , , , ,4,3,1
2403192177,1,0, , , , , , , ,5,3,2
2403192209,1,0, , , , , , , ,4,2,2
2403192232,1,0, , , , , , , ,2,1,1
2403192250,1,0, , , , , , , ,4,2,2
2403192272,1,0, , , , , , , ,4,2,2
2403192290,1,0, , , , , , , ,5,2,3
2403192306,1,0, , , , , , , ,4,2,2
2403192306,2,0, , , , , , , ,3,2,1
2403192360,1,0, , , , , , , ,4,2,2
2403192373,1,0, , , , , , , ,2,1,1
2403192382,1,0, , , , , , , ,2,1,1
2403333003,1,0, , , , , , , ,6,3,3
2403333012,1,0, , , , , , , ,5,3,2
2403333021,1,0, , , , , , , ,5,2,3
2403333029,1,0, , , , , , , ,4,2,2
2403333029,2,0, , , , , , , ,3,1,2
2403333041,1,0, , , , , , , ,2,1,1
2403333052,1,0, , , , , , , ,1,0,1
2403333080,1,0, , , , , , , ,1,0,1
2403333091,1,0, , , , , , , ,3,2,1
2403333101,1,0, , , , , , , ,1,1,0
2403333108,1,0, ,1,2,2,2,2,2,7,4,3
2403333119,1,0, , , , , , , ,1,1,0
2403333129,1,0, , , , , , , ,2,1,1
2403333139,1,0, , , , , , , ,5,1,4
2403333148,1,0, , , , , , , ,4,2,2
2403333160,1,0, , , , , , , ,9,5,4
2403333170,1,0, , , , , , , ,3,1,2
2403333196,1,0, , , , , , , ,5,2,3
2403333221,1,0, , , , , , , ,5,4,1
2403382009,1,0, , , , , , , ,4,2,2
2403382024,1,0, , , , , , , ,1,0,1
2403382031,1,0, , , , , , , ,5,4,1
2403382043,1,0, , , , , , , ,8,5,3
2403382055,1,0, , , , , , , ,2,1,1
2403382064,1,0, , , , , , , ,1,0,1
2403382075,1,0, , , , , , , ,4,1,3
2403382087,1,0, , , , , , , ,3,2,1
2403382099,1,0, , , , , , , ,3,1,2
2403382112,1,0, , , , , , , ,2,1,1
2403382124,1,0, , , , , , , ,5,2,3
2403382144,1,0, , , , , , , ,5,4,1
2403382153,1,0, , , , , , , ,3,2,1
2403382168,1,0, , , , , , , ,1,0,1
2403382247,1,0, , , , , , , ,1,0,1
2403382254,1,0, , , , , , , ,3,1,2
2403427014,1,0, , , , , , , ,4,2,2
2403427030,1,0, , , , , , , ,4,3,1
2403427030,2,0, , , , , , , ,3,0,3
2403427030,3,0, , , , , , , ,2,1,1
2403427048,1,0, , , , , , , ,3,1,2
2403427064,1,0, , , , , , , ,3,1,2
2403427082,1,0, , , , , , , ,2,1,1
2403427131,1,0, , , , , , , ,2,1,1
2403427142,1,0, , , , , , , ,5,2,3
2403427152,1,0, , , , , , , ,2,1,1
2403427165,1,0, , , , , , , ,7,2,5
2403427182,1,0, , , , , , , ,6,3,3
2403427202,1,0, , , , , , , ,6,3,3
2403427228,1,0, , , , , , , ,1,0,1
2403427250,1,0, , , , , , , ,5,3,2
2403427263,1,0, , , , , , , ,3,0,3
2403427293,1,0, , , , , , , ,2,1,1
2403427320,1,0, , , , , , , ,3,1,2
2403427330,1,0, , , , , , , ,6,5,1
2403427337,1,0, , , , , , , ,1,1,0
2403427342,1,0, , , , , , , ,2,1,1
2403438010,1,0, , , , , , , ,5,3,2
2403438033,1,0, , , , , , , ,8,3,5
2403438055,1,0, ,2,2,2,2,2,1,5,3,2
2403438066,1,0, , , , , , , ,5,2,3
2403438076,1,0, , , , , , , ,4,2,2
2403438089,1,0, , , , , , , ,3,2,1
2403438102,1,0, , , , , , , ,5,1,4
2403438117,1,0, , , , , , , ,2,2,0
2403438138,1,0, ,2,2,2,2,2,1,5,3,2
2403438153,1,0, , , , , , , ,4,3,1
2403438167,1,0, , , , , , , ,5,3,2
2403438177,1,0, , , , , , , ,4,1,3
2403438185,1,0, , , , , , , ,1,1,0
